text,label
"As a user, I want to view the group's shared calendars via the Neurohub nodes web page as well as on my mobile device, so that default end.",0
"As a student, I want to personalized news feeds, so that default end.",0
"As a default role, I want the system to allow the removal of material, so that default end.",0
"As a user adding important news items to Neurohub, I would like the system to also forward the items to an external mailing list.",1
"As a DPU I want to create Preservation Metadata for a Component.",1
"As a collection manager I want statuses to include a status that flags a record as having a problem so we can track issues as the arise.",1
"As a site member, I, so that default end.",0
"As a default role, I want only the reservations of users that have been notified of the availability of a particular book shall be cancelled, so that default end.",0
"As a default role, I want the log entry summary, so that default end.",0
"As a depositor, I want to Deposit and maintain datasets through a simple web interface so that I don’t need to install and learn new software to deposit.",1
"As a developer I want to check on all released flash versions supported by browsers so I can adjust my flash presentation towards new flash versions in particular.",1
"As a student, I want to keep track of which emails are important to come back to, so that default end.",0
"As a user, I want to add a description to a person's profile page, so that default end.",0
"As a user, I want to associate together files involved in a experiment, so that default end.",0
"As an Archivist, I want to add administrative data about the archival description and finding aid-related data to a top-level Resource.",1
"The rental transaction is created ,  printed  and  stored.",1
"As a default role, I want the change to be computed and displayed, so that default end.",0
"As a user, I want to set a new password so that to login, so that default end.",0
"As an Application Administrator I want to be able to configure the help center URL and topic mappings.",1
"As a visitor, I want to view the added stories on the profile page so that I can learn more about the person, so that default end.",0
"As a depositor, I want to have a user interface that is familiar to me, so that I feel like all the university systems are joined up.",0
"As a research information manager, I want to Integrate the archive with CRIS so that I can analyse impact of research data publication and I can link funding to all of the outputs it produces.",1
"System interface should also include a parameter for passing the date/time allowing the user to specify which aeronautical data set to use.",1
"As a site visitor, I can view lists on the site of all Certified ScrumMasters, Practitioners, Trainers, and Certified Product Owners. (The CSM list has over 5,000 names so a letter-based pagination approach is needed.).",1
"As a site visitor, I can see a list of all upcoming “Other Courses” (non-certification courses). I can page through them if necessary.",1
"As a student I want to be able to share information about important dates, deadlines & events with my friends.",1
"As a data discovery service, I want to harvest metadata, so that our users can discover and download original content.",0
"As a user, I want to know the weather of both locations.",1
"As a user I want to be able to modify or branch an experimental protocol, whilst retaining the original.",1
"As a systems administrator, I want to control the location of the demo database and I want it to be backed up, so that default end.",0
"As a user, I want to search for and download human readable experimental protocols, so that default end.",0
"As a default role, I want if a book has not been reserved any user to borrow it, so that default end.",0
"As a visitor, I want to navigate the site through the site wide top menu so that I can always quickly open the page I am looking for, so that default end.",0
"As an editor, I want to access content items quickly from a content element, so that I do not have to look up these content types in the menu and therefore I can work more productive.",0
"As a user, I want to be alerted to upcoming potential turbulence before it occurs, so that default end.",0
"As a User, I want to download thematic data in bulk (eg: all transportation data).",1
"As a site visitor, I can see a list of all upcoming “Certification Courses. ” I can page through them if there are a lot.",1
"As a site member, I want to subscribe to an RSS feed of jobs available, so that default end.",0
"As an international student, I want UC berkeley systems to handle her address and not make her re - enter it every time, so that default end.",0
"As a default role, I want a user defines default log entry access settings, so that default end.",0
"Add additional properties for repositories.",1
"As a visitor, I want to navigate the site through site wide navigation menus so that I can always quickly open the page I am looking for, so that default end.",0
"As a catalog, I want to see or hear or watch or read the digital object I am cataloging, so that I do not have to move between multiple applications while I am creating metadata.",0
"As a site visitor, I can do a full-text search of article body, title, and author name.",1
"As an administrator, I want to edit existing media elements of a particular gallery so that I can update the content, so that default end.",0
" If past-due amounts are owed  they  can be paid  at this  time; or  the  clerk can select an  option which  updates the rental with the return date and  calculates past-due fees.",1
